FRQ, I, J, Added Mass, Radiation Damping 
8.70E-01,1,6,-2.46E+01,-7.37E+01
8.70E-01,2,1,1.95E+00,1.62E+00
8.70E-01,2,2,3.45E+04,1.14E+05
8.70E-01,2,3,3.95E+00,1.56E+00
8.70E-01,2,4,3.58E+03,2.31E+05
8.70E-01,2,5,4.32E+02,5.03E+02
8.70E-01,2,6,-8.35E+05,1.72E+06
8.70E-01,3,1,8.47E+03,4.83E+03
8.70E-01,3,2,3.59E-01,1.47E+00
8.70E-01,3,3,3.53E+05,4.26E+04
8.70E-01,3,4,-8.00E+00,-3.91E+00
8.70E-01,3,5,-3.67E+06,1.63E+06
8.70E-01,3,6,-8.29E+01,-2.37E+02
8.70E-01,4,1,-8.95E-01,-1.90E+01
8.70E-01,4,2,-1.32E+04,2.55E+05
8.70E-01,4,3,-7.95E+00,-5.24E+01
8.70E-01,4,4,2.52E+07,2.40E+06
8.70E-01,4,5,-1.02E+03,-6.13E+03
8.70E-01,4,6,8.91E+06,2.44E+07
8.70E-01,5,1,1.44E+06,8.86E+05
8.70E-01,5,2,1.13E+02,2.44E+02
8.70E-01,5,3,-3.76E+06,1.90E+06
8.70E-01,5,4,-1.57E+03,-1.65E+03
8.70E-01,5,5,1.73E+09,3.19E+08
8.70E-01,5,6,-1.76E+04,-2.93E+04
8.70E-01,6,1,6.54E+01,-3.54E+02
8.70E-01,6,2,-8.39E+05,1.72E+06
8.70E-01,6,3,2.14E+01,-1.36E+03
8.70E-01,6,4,9.34E+06,2.44E+07
8.70E-01,6,5,-9.87E+03,-1.31E+05
8.70E-01,6,6,3.95E+08,7.46E+08
9.00E-01,1,1,3.70E+03,7.82E+03
9.00E-01,1,2,4.01E-01,9.83E-01
9.00E-01,1,3,7.71E+03,4.99E+03
9.00E-01,1,4,-1.79E+00,-8.32E+00
9.00E-01,1,5,1.42E+06,1.03E+06
9.00E-01,1,6,-4.88E+00,-9.10E+01
9.00E-01,2,1,3.53E-01,3.19E+00
9.00E-01,2,2,3.30E+04,1.05E+05
9.00E-01,2,3,-7.18E-01,9.24E+00
9.00E-01,2,4,-1.10E+04,2.19E+05
9.00E-01,2,5,-1.49E+02,1.31E+03
9.00E-01,2,6,-8.69E+05,1.56E+06
9.00E-01,3,1,6.85E+03,5.35E+03
9.00E-01,3,2,2.85E-01,1.80E+00
9.00E-01,3,3,3.54E+05,3.13E+04
9.00E-01,3,4,-5.24E+00,-9.55E+00
9.00E-01,3,5,-3.82E+06,1.94E+06
9.00E-01,3,6,-5.78E+01,-2.82E+02
9.00E-01,4,1,-6.27E+00,-1.19E+01
9.00E-01,4,2,-2.85E+04,2.44E+05
9.00E-01,4,3,-1.93E+01,-2.97E+01
9.00E-01,4,4,2.51E+07,2.31E+06
9.00E-01,4,5,-2.37E+03,-2.30E+03
9.00E-01,4,6,7.71E+06,2.31E+07
9.00E-01,5,1,1.38E+06,9.83E+05
9.00E-01,5,2,9.43E+01,2.74E+02
9.00E-01,5,3,-3.71E+06,1.76E+06
9.00E-01,5,4,-1.11E+03,-2.03E+03
9.00E-01,5,5,1.75E+09,3.77E+08
9.00E-01,5,6,-1.11E+04,-3.40E+04
9.00E-01,6,1,-1.48E+02,-1.48E+02
9.00E-01,6,2,-8.73E+05,1.56E+06
9.00E-01,6,3,-5.02E+02,-5.70E+02
9.00E-01,6,4,8.12E+06,2.31E+07
9.00E-01,6,5,-7.08E+04,-1.43E+04
9.00E-01,6,6,3.74E+08,6.92E+08
9.30E-01,1,1,3.89E+03,7.13E+03
9.30E-01,1,2,3.35E-01,1.11E+00
9.30E-01,1,3,6.69E+03,5.68E+03
9.30E-01,1,4,-1.15E+00,-8.27E+00
9.30E-01,1,5,1.46E+06,8.26E+05
9.30E-01,1,6,1.31E+01,-1.02E+02
9.30E-01,2,1,9.24E-01,1.63E+00
9.30E-01,2,2,3.21E+04,9.69E+04
9.30E-01,2,3,7.34E+00,-7.65E-01
9.30E-01,2,4,-2.50E+04,2.04E+05
9.30E-01,2,5,3.84E+02,6.97E+02
9.30E-01,2,6,-8.90E+05,1.41E+06
9.30E-01,3,1,8.09E+03,5.30E+03
9.30E-01,3,2,-2.25E-01,2.12E+00
9.30E-01,3,3,3.56E+05,3.48E+04
9.30E-01,3,4,-4.27E+00,-8.53E+00
9.30E-01,3,5,-3.81E+06,1.79E+06
9.30E-01,3,6,-2.85E+01,-3.07E+02
9.30E-01,4,1,-7.60E-01,-2.16E+01
9.30E-01,4,2,-4.36E+04,2.31E+05
9.30E-01,4,3,9.86E+00,-5.54E+01
9.30E-01,4,4,2.49E+07,2.21E+06
9.30E-01,4,5,-6.47E+02,-5.99E+03
9.30E-01,4,6,6.65E+06,2.18E+07
9.30E-01,5,1,1.50E+06,8.21E+05
9.30E-01,5,2,6.54E+01,3.07E+02
9.30E-01,5,3,-4.07E+06,1.90E+06
9.30E-01,5,4,-1.08E+03,-2.09E+03
9.30E-01,5,5,1.74E+09,2.99E+08
9.30E-01,5,6,-7.55E+03,-3.65E+04
9.30E-01,6,1,7.81E+01,-4.57E+02
9.30E-01,6,2,-8.95E+05,1.41E+06
9.30E-01,6,3,6.83E+02,-1.59E+03
9.30E-01,6,4,7.07E+06,2.18E+07
9.30E-01,6,5,1.61E+04,-1.33E+05
9.30E-01,6,6,3.59E+08,6.41E+08
9.60E-01,1,1,1.50E+03,7.01E+03
9.60E-01,1,2,2.50E-01,1.12E+00
9.60E-01,1,3,4.92E+03,6.27E+03
9.60E-01,1,4,-6.91E-01,-7.23E+00
9.60E-01,1,5,9.99E+05,1.16E+06
9.60E-01,1,6,3.98E+01,-7.84E+01
9.60E-01,2,1,-7.36E+00,8.20E-01
9.60E-01,2,2,3.17E+04,8.90E+04
9.60E-01,2,3,-9.89E+00,8.29E+00
9.60E-01,2,4,-3.57E+04,1.86E+05
9.60E-01,2,5,-2.47E+03,1.45E+03
9.60E-01,2,6,-9.01E+05,1.26E+06
9.60E-01,3,1,1.70E+03,4.90E+03
9.60E-01,3,2,-5.54E-01,2.22E+00
9.60E-01,3,3,3.53E+05,2.82E+04
9.60E-01,3,4,-3.74E+00,-8.54E+00
9.60E-01,3,5,-5.23E+06,2.29E+06
9.60E-01,3,6,-1.00E+01,-2.56E+02
9.60E-01,4,1,-6.74E+01,-9.38E+00
9.60E-01,4,2,-5.62E+04,2.17E+05
9.60E-01,4,3,-8.01E+01,-1.24E+01
9.60E-01,4,4,2.47E+07,2.06E+06
9.60E-01,4,5,-1.73E+04,4.79E+03
9.60E-01,4,6,5.76E+06,2.04E+07
9.60E-01,5,1,8.49E+05,1.09E+06
9.60E-01,5,2,1.63E+01,3.16E+02
9.60E-01,5,3,-4.44E+06,2.25E+06
9.60E-01,5,4,-8.03E+02,-1.93E+03
9.60E-01,5,5,1.63E+09,4.54E+08
9.60E-01,5,6,2.54E+03,-3.01E+04
9.60E-01,6,1,-1.89E+03,-1.16E+02
9.60E-01,6,2,-9.06E+05,1.26E+06
9.60E-01,6,3,-2.13E+03,-4.78E+00
9.60E-01,6,4,6.19E+06,2.03E+07
9.60E-01,6,5,-4.99E+05,1.92E+05
9.60E-01,6,6,3.47E+08,5.95E+08
9.90E-01,1,1,3.40E+03,5.68E+03
9.90E-01,1,2,3.33E-01,1.51E+00
9.90E-01,1,3,7.95E+03,2.93E+03
9.90E-01,1,4,1.92E+00,-1.08E+01
9.90E-01,1,5,1.60E+06,6.14E+05
9.90E-01,1,6,6.11E+01,-1.44E+02
9.90E-01,2,1,1.87E+00,6.54E+00
9.90E-01,2,2,3.14E+04,8.15E+04
9.90E-01,2,3,-7.93E+00,2.55E+01
9.90E-01,2,4,-4.31E+04,1.66E+05
9.90E-01,2,5,-6.72E+02,2.12E+03
9.90E-01,2,6,-9.07E+05,1.13E+06
9.90E-01,3,1,5.85E+03,3.62E+03
9.90E-01,3,2,-5.03E-01,3.13E+00
9.90E-01,3,3,3.64E+05,1.61E+04
9.90E-01,3,4,1.82E+00,-2.02E+01
9.90E-01,3,5,-3.78E+06,1.14E+06
9.90E-01,3,6,1.35E+01,-4.21E+02
9.90E-01,4,1,-7.75E+00,-1.65E+01
9.90E-01,4,2,-6.80E+04,2.06E+05
9.90E-01,4,3,-4.47E+01,-6.75E+01
9.90E-01,4,4,2.46E+07,1.90E+06
9.90E-01,4,5,-3.10E+03,-7.35E+03
9.90E-01,4,6,5.06E+06,1.90E+07
9.90E-01,5,1,1.48E+06,5.79E+05
9.90E-01,5,2,2.31E+01,4.42E+02
9.90E-01,5,3,-3.56E+06,9.54E+05
9.90E-01,5,4,-3.00E+01,-3.20E+03
9.90E-01,5,5,1.78E+09,2.33E+08
9.90E-01,5,6,5.24E+03,-5.13E+04
9.90E-01,6,1,4.66E+00,-1.05E+02
9.90E-01,6,2,-9.16E+05,1.13E+06
9.90E-01,6,3,-9.46E+02,-4.68E+02
9.90E-01,6,4,5.51E+06,1.88E+07
9.90E-01,6,5,-7.08E+04,-7.19E+04
9.90E-01,6,6,3.38E+08,5.48E+08
1.02E+00,1,1,3.85E+03,5.41E+03
1.02E+00,1,2,2.59E-01,1.51E+00
1.02E+00,1,3,6.68E+03,4.26E+03
1.02E+00,1,4,2.93E+00,-9.98E+00
1.02E+00,1,5,1.59E+06,5.75E+05
1.02E+00,1,6,1.02E+02,-1.57E+02
1.02E+00,2,1,7.99E-01,3.62E+00
1.02E+00,2,2,3.01E+04,7.35E+04
1.02E+00,2,3,2.51E+00,6.26E+00
1.02E+00,2,4,-4.67E+04,1.35E+05
1.02E+00,2,5,1.85E+02,1.06E+03
1.02E+00,2,6,-9.31E+05,9.97E+05
1.02E+00,3,1,7.38E+03,4.25E+03
1.02E+00,3,2,-1.66E+00,2.94E+00
1.02E+00,3,3,3.64E+05,2.04E+04
1.02E+00,3,4,3.88E+00,-2.06E+01
1.02E+00,3,5,-3.82E+06,1.29E+06
1.02E+00,3,6,6.97E+01,-4.70E+02
1.02E+00,4,1,1.35E+01,-3.24E+01
1.02E+00,4,2,-8.82E+04,2.02E+05
1.02E+00,4,3,1.51E+01,-7.07E+01
1.02E+00,4,4,2.44E+07,1.70E+06
1.02E+00,4,5,1.74E+03,-1.03E+04
1.02E+00,4,6,4.42E+06,1.77E+07
1.02E+00,5,1,1.65E+06,5.69E+05
1.02E+00,5,2,-4.17E+01,4.27E+02
1.02E+00,5,3,-3.93E+06,1.34E+06
1.02E+00,5,4,1.31E+02,-3.11E+03
1.02E+00,5,5,1.77E+09,2.16E+08
1.02E+00,5,6,1.49E+04,-5.39E+04
1.02E+00,6,1,4.54E+02,-6.40E+02
1.02E+00,6,2,-9.50E+05,1.00E+06
1.02E+00,6,3,6.80E+02,-1.67E+03
1.02E+00,6,4,5.03E+06,1.70E+07
1.02E+00,6,5,7.34E+04,-2.19E+05
1.02E+00,6,6,3.32E+08,5.02E+08
1.05E+00,1,1,3.34E+03,5.11E+03
1.05E+00,1,2,-9.66E-01,1.98E+00
1.05E+00,1,3,6.41E+03,4.30E+03
1.05E+00,1,4,-8.47E-01,-1.63E+01
1.05E+00,1,5,1.57E+06,6.19E+05
1.05E+00,1,6,1.87E+02,-1.22E+02
1.05E+00,2,1,-7.83E-01,4.08E+00
1.05E+00,2,2,6.13E+04,6.79E+04
1.05E+00,2,3,-4.14E+00,1.10E+01
1.05E+00,2,4,5.24E+04,3.57E+05
1.05E+00,2,5,-6.73E+02,1.36E+03
1.05E+00,2,6,-4.92E+05,1.01E+06
1.05E+00,3,1,5.69E+03,4.25E+03
1.05E+00,3,2,-1.44E+00,2.78E+00
1.05E+00,3,3,3.66E+05,1.83E+04
1.05E+00,3,4,1.53E+01,-1.46E+01
1.05E+00,3,5,-4.03E+06,1.39E+06
1.05E+00,3,6,1.15E+02,-4.79E+02
1.05E+00,4,1,-1.39E+01,-1.98E+01
1.05E+00,4,2,-1.66E+04,-6.79E+02
1.05E+00,4,3,-1.35E+01,-6.18E+01
1.05E+00,4,4,2.61E+07,1.43E+06
1.05E+00,4,5,-2.02E+03,-6.28E+03
1.05E+00,4,6,6.43E+06,1.27E+07
1.05E+00,5,1,1.52E+06,5.89E+05
1.05E+00,5,2,-2.44E+02,4.64E+02
1.05E+00,5,3,-3.97E+06,1.35E+06
1.05E+00,5,4,5.07E+02,-4.15E+03
1.05E+00,5,5,1.77E+09,2.33E+08
1.05E+00,5,6,3.21E+04,-4.70E+04
1.05E+00,6,1,-2.69E+02,-2.44E+02
1.05E+00,6,2,-3.05E+05,8.01E+05
1.05E+00,6,3,-1.63E+02,-9.92E+02
1.05E+00,6,4,7.66E+06,1.99E+07
1.05E+00,6,5,-4.78E+04,-7.32E+04
1.05E+00,6,6,3.30E+08,4.38E+08
1.08E+00,1,1,3.59E+03,4.92E+03
1.08E+00,1,2,-1.16E+00,1.88E+00
1.08E+00,1,3,5.56E+03,4.52E+03
1.08E+00,1,4,5.31E+00,-1.63E+01
1.08E+00,1,5,1.55E+06,5.71E+05
1.08E+00,1,6,1.81E+02,-1.73E+02
1.08E+00,2,1,-1.23E+00,1.16E+00
1.08E+00,2,2,3.85E+04,6.82E+04
1.08E+00,2,3,5.55E+00,3.20E-01
1.08E+00,2,4,-7.71E+04,1.67E+05
1.08E+00,2,5,3.41E+02,6.17E+02
1.08E+00,2,6,-8.60E+05,8.79E+05
1.08E+00,3,1,6.28E+03,4.72E+03
1.08E+00,3,2,-1.62E+00,2.84E+00
1.08E+00,3,3,3.67E+05,1.81E+04
1.08E+00,3,4,7.28E+00,-1.31E+01
1.08E+00,3,5,-4.12E+06,1.37E+06
1.08E+00,3,6,2.27E+02,-4.84E+02
1.08E+00,4,1,1.52E+01,-2.36E+01
1.08E+00,4,2,-6.25E+04,1.12E+05
1.08E+00,4,3,1.68E+01,-2.87E+01
1.08E+00,4,4,2.49E+07,1.65E+06
1.08E+00,4,5,1.23E+03,-5.63E+03
1.08E+00,4,6,4.93E+06,1.48E+07
1.08E+00,5,1,1.62E+06,5.90E+05
1.08E+00,5,2,-2.87E+02,4.54E+02
1.08E+00,5,3,-4.19E+06,1.38E+06
1.08E+00,5,4,1.34E+03,-3.87E+03
1.08E+00,5,5,1.76E+09,2.13E+08
1.08E+00,5,6,3.98E+04,-5.81E+04
1.08E+00,6,1,3.33E+02,-4.55E+02
1.08E+00,6,2,-6.33E+05,7.77E+05
1.08E+00,6,3,7.70E+02,-9.75E+02
1.08E+00,6,4,5.16E+06,1.65E+07
1.08E+00,6,5,6.32E+04,-1.19E+05
1.08E+00,6,6,3.56E+08,4.37E+08
1.11E+00,1,1,2.23E+03,4.28E+03
1.11E+00,1,2,-4.40E-02,1.24E+00
1.11E+00,1,3,4.11E+03,4.57E+03
1.11E+00,1,4,2.03E+00,-7.11E+00
1.11E+00,1,5,1.33E+06,6.45E+05
1.11E+00,1,6,1.26E+02,-2.70E+01
1.11E+00,2,1,4.26E+00,-4.16E+00
1.11E+00,2,2,3.93E+04,5.98E+04
1.11E+00,2,3,8.40E-01,-4.96E+00
1.11E+00,2,4,-7.02E+04,1.49E+05
1.11E+00,2,5,-1.79E+02,-1.02E+03
1.11E+00,2,6,-6.77E+05,7.46E+05
1.11E+00,3,1,2.04E+03,3.16E+03
1.11E+00,3,2,-4.58E+00,2.53E+00
1.11E+00,3,3,3.65E+05,1.60E+04
1.11E+00,3,4,1.60E+01,-9.57E+00
1.11E+00,3,5,-4.94E+06,1.45E+06
1.11E+00,3,6,2.33E+02,-2.15E+02
1.11E+00,4,1,-1.34E+02,2.22E+01
1.11E+00,4,2,-7.16E+04,1.37E+05
1.11E+00,4,3,-1.49E+02,7.12E+01
1.11E+00,4,4,2.46E+07,1.46E+06
1.11E+00,4,5,-2.23E+04,1.66E+04
1.11E+00,4,6,3.71E+06,1.43E+07
1.11E+00,5,1,1.14E+06,5.37E+05
1.11E+00,5,2,-2.92E+02,4.01E+02
1.11E+00,5,3,-4.68E+06,1.51E+06
1.11E+00,5,4,1.30E+03,-1.95E+03
1.11E+00,5,5,1.68E+09,2.55E+08
1.11E+00,5,6,3.93E+04,-1.33E+04
1.11E+00,6,1,-3.20E+03,1.98E+02
1.11E+00,6,2,-8.59E+05,7.75E+05
1.11E+00,6,3,-3.73E+03,1.33E+03
1.11E+00,6,4,4.83E+06,1.46E+07
1.11E+00,6,5,-5.97E+05,3.54E+05
1.11E+00,6,6,3.41E+08,4.10E+08
1.14E+00,1,1,3.70E+03,3.57E+03
1.14E+00,1,2,-1.28E+00,3.23E+00
1.14E+00,1,3,6.91E+03,2.87E+03
1.14E+00,1,4,2.18E+01,-1.81E+01
1.14E+00,1,5,1.77E+06,4.03E+05
1.14E+00,1,6,4.21E+02,-2.74E+02
1.14E+00,2,1,1.15E+00,1.08E+01
1.14E+00,2,2,3.86E+04,5.55E+04
1.14E+00,2,3,-1.28E+01,2.97E+01
1.14E+00,2,4,-7.55E+04,1.26E+05
1.14E+00,2,5,-1.85E+03,3.17E+03
1.14E+00,2,6,-9.40E+05,7.15E+05
1.14E+00,3,1,5.53E+03,2.81E+03
1.14E+00,3,2,-2.96E+00,5.02E+00
1.14E+00,3,3,3.74E+05,1.13E+04
1.14E+00,3,4,1.92E+01,-3.23E+01
1.14E+00,3,5,-3.85E+06,9.14E+05
1.14E+00,3,6,2.45E+02,-7.10E+02
1.14E+00,4,1,-3.38E+01,-5.43E+01
1.14E+00,4,2,-7.34E+04,1.21E+05
1.14E+00,4,3,-7.30E+00,-1.95E+02
1.14E+00,4,4,2.46E+07,1.37E+06
1.14E+00,4,5,1.37E+03,-2.13E+04
1.14E+00,4,6,5.62E+06,1.25E+07
1.14E+00,5,1,1.66E+06,3.44E+05
1.14E+00,5,2,-4.42E+02,8.08E+02
1.14E+00,5,3,-3.75E+06,9.07E+05
1.14E+00,5,4,4.83E+03,-4.47E+03
1.14E+00,5,5,1.82E+09,1.63E+08
1.14E+00,5,6,8.78E+04,-7.32E+04
1.14E+00,6,1,-3.75E+02,-6.94E+02
1.14E+00,6,2,-6.91E+05,7.23E+05
1.14E+00,6,3,1.81E+02,-2.63E+03
1.14E+00,6,4,5.18E+06,1.32E+07
1.14E+00,6,5,3.18E+04,-2.67E+05
1.14E+00,6,6,3.71E+08,3.62E+08
1.17E+00,1,1,3.93E+03,3.73E+03
1.17E+00,1,2,9.62E-01,1.58E+00
1.17E+00,1,3,5.91E+03,3.50E+03
1.17E+00,1,4,5.94E-01,-1.10E+01
1.17E+00,1,5,1.69E+06,4.22E+05
1.17E+00,1,6,2.02E+02,-1.20E+02
1.17E+00,2,1,-3.66E+00,4.98E+00
1.17E+00,2,2,4.32E+04,4.97E+04
1.17E+00,2,3,-3.04E+00,9.87E+00
1.17E+00,2,4,-8.36E+04,1.22E+05
1.17E+00,2,5,-3.92E+02,1.61E+03
1.17E+00,2,6,-6.58E+05,7.11E+05
1.17E+00,3,1,6.29E+03,3.74E+03
1.17E+00,3,2,-1.05E+01,4.24E+00
1.17E+00,3,3,3.75E+05,1.25E+04
1.17E+00,3,4,5.83E+01,-2.97E+01
1.17E+00,3,5,-3.95E+06,1.03E+06
1.17E+00,3,6,6.33E+02,-8.37E+02
1.17E+00,4,1,3.37E+01,-4.77E+01
1.17E+00,4,2,-9.32E+04,1.20E+05
1.17E+00,4,3,4.01E+01,-9.52E+01
1.17E+00,4,4,2.46E+07,1.19E+06
1.17E+00,4,5,3.85E+03,-1.41E+04
1.17E+00,4,6,3.58E+06,1.13E+07
1.17E+00,5,1,1.73E+06,4.20E+05
1.17E+00,5,2,-3.58E+02,7.92E+02
1.17E+00,5,3,-4.01E+06,1.01E+06
1.17E+00,5,4,2.80E+03,-5.21E+03
1.17E+00,5,5,1.80E+09,1.57E+08
1.17E+00,5,6,5.42E+04,-7.17E+04
1.17E+00,6,1,7.85E+02,-7.15E+02
1.17E+00,6,2,-9.69E+05,6.73E+05
1.17E+00,6,3,1.25E+03,-1.74E+03
1.17E+00,6,4,5.44E+06,1.21E+07
1.17E+00,6,5,1.29E+05,-2.38E+05
1.17E+00,6,6,3.47E+08,3.40E+08
1.20E+00,1,1,3.81E+03,3.35E+03
1.20E+00,1,2,-3.00E+00,4.93E+00
1.20E+00,1,3,5.80E+03,3.30E+03
1.20E+00,1,4,5.12E+01,-2.28E+01
1.20E+00,1,5,1.70E+06,4.13E+05
1.20E+00,1,6,1.07E+03,-4.42E+02
1.20E+00,2,1,-6.23E-02,3.53E+00
1.20E+00,2,2,4.11E+04,4.61E+04
1.20E+00,2,3,-5.20E+00,9.40E+00
1.20E+00,2,4,-8.27E+04,1.04E+05
1.20E+00,2,5,-9.15E+02,1.09E+03
1.20E+00,2,6,-1.07E+06,6.53E+05
1.20E+00,3,1,5.31E+03,3.20E+03
1.20E+00,3,2,-4.05E+00,4.81E+00
1.20E+00,3,3,3.76E+05,1.11E+04
1.20E+00,3,4,2.91E+01,-4.08E+01
1.20E+00,3,5,-4.09E+06,1.01E+06
1.20E+00,3,6,5.39E+02,-9.85E+02
1.20E+00,4,1,-1.75E+01,-2.14E+01
1.20E+00,4,2,-7.68E+04,1.13E+05
1.20E+00,4,3,6.53E+00,-6.93E+01
1.20E+00,4,4,2.47E+07,1.08E+06
1.20E+00,4,5,2.27E+03,-6.99E+03
1.20E+00,4,6,7.74E+06,9.26E+06
1.20E+00,5,1,1.67E+06,3.93E+05
1.20E+00,5,2,-9.86E+02,1.03E+03
1.20E+00,5,3,-4.05E+06,1.01E+06
1.20E+00,5,4,1.15E+04,-3.68E+03
1.20E+00,5,5,1.80E+09,1.61E+08
1.20E+00,5,6,2.41E+05,-7.48E+04
1.20E+00,6,1,-3.05E+02,-2.74E+02
1.20E+00,6,2,-6.87E+05,7.16E+05
1.20E+00,6,3,2.40E+02,-9.63E+02
1.20E+00,6,4,6.55E+06,1.06E+07
1.20E+00,6,5,3.23E+04,-6.87E+04
1.20E+00,6,6,4.12E+08,2.95E+08
1.23E+00,1,1,3.91E+03,3.30E+03
1.23E+00,1,2,1.40E+00,6.79E-01
1.23E+00,1,3,5.35E+03,3.31E+03
1.23E+00,1,4,-5.45E-01,-3.37E+00
1.23E+00,1,5,1.68E+06,3.90E+05
1.23E+00,1,6,2.36E+02,2.13E+01
1.23E+00,2,1,-3.69E+00,2.16E-01
1.23E+00,2,2,4.75E+04,4.11E+04
1.23E+00,2,3,-3.42E-01,-8.37E-01
1.23E+00,2,4,-8.94E+04,1.03E+05
1.23E+00,2,5,1.65E+02,2.64E+02
1.23E+00,2,6,-6.43E+05,7.34E+05
1.23E+00,3,1,5.57E+03,3.50E+03
1.23E+00,3,2,-2.38E+01,5.23E+00
1.23E+00,3,3,3.77E+05,1.06E+04
1.23E+00,3,4,1.26E+02,-3.48E+01
1.23E+00,3,5,-4.11E+06,9.75E+05
1.23E+00,3,6,1.26E+03,-1.30E+03
1.23E+00,4,1,3.23E+01,-1.07E+01
1.23E+00,4,2,-1.12E+05,1.08E+05
1.23E+00,4,3,2.25E+01,-1.80E+00
1.23E+00,4,4,2.47E+07,9.52E+05
1.23E+00,4,5,1.94E+02,-1.64E+03
1.23E+00,4,6,3.94E+06,8.28E+06
1.23E+00,5,1,1.71E+06,4.03E+05
1.23E+00,5,2,-8.83E+02,1.18E+03
1.23E+00,5,3,-4.13E+06,9.60E+05
1.23E+00,5,4,5.40E+03,-6.50E+03
1.23E+00,5,5,1.79E+09,1.45E+08
1.23E+00,5,6,6.52E+04,-8.51E+04
1.23E+00,6,1,4.94E+02,-1.07E+02
1.23E+00,6,2,-1.10E+06,6.46E+05
1.23E+00,6,3,5.58E+02,-2.18E+02
1.23E+00,6,4,6.27E+06,9.67E+06
1.23E+00,6,5,2.47E+04,-3.24E+04
1.23E+00,6,6,3.60E+08,2.74E+08
1.26E+00,1,1,3.89E+03,2.88E+03
1.26E+00,1,2,-5.47E+00,8.82E+00
1.26E+00,1,3,5.35E+03,2.98E+03
1.26E+00,1,4,9.59E+01,-3.24E+01
1.26E+00,1,5,1.70E+06,3.68E+05
1.26E+00,1,6,2.03E+03,-8.44E+02
1.26E+00,2,1,4.63E+00,-4.65E+00
1.26E+00,2,2,4.40E+04,3.80E+04
1.26E+00,2,3,2.51E+00,-8.41E+00
1.26E+00,2,4,-8.66E+04,8.66E+04
1.26E+00,2,5,-1.79E+02,-1.32E+03
1.26E+00,2,6,-1.15E+06,6.48E+05
1.26E+00,3,1,4.75E+03,2.85E+03
1.26E+00,3,2,-5.94E+00,6.49E+00
1.26E+00,3,3,3.77E+05,7.78E+03
1.26E+00,3,4,6.44E+01,-4.35E+01
1.26E+00,3,5,-4.22E+06,9.32E+05
1.26E+00,3,6,1.38E+03,-1.19E+03
1.26E+00,4,1,-4.65E+01,5.20E+01
1.26E+00,4,2,-7.29E+04,1.04E+05
1.26E+00,4,3,-2.99E+01,8.96E+01
1.26E+00,4,4,2.47E+07,8.41E+05
1.26E+00,4,5,5.49E+02,1.45E+04
1.26E+00,4,6,8.52E+06,6.11E+06
1.26E+00,5,1,1.66E+06,3.51E+05
1.26E+00,5,2,-1.93E+03,1.68E+03
1.26E+00,5,3,-4.17E+06,9.51E+05
1.26E+00,5,4,2.31E+04,-1.96E+03
1.26E+00,5,5,1.79E+09,1.45E+08
1.26E+00,5,6,5.04E+05,-8.78E+04
1.26E+00,6,1,-1.01E+03,7.16E+02
1.26E+00,6,2,-6.31E+05,7.09E+05
1.26E+00,6,3,-8.69E+02,1.34E+03
1.26E+00,6,4,7.30E+06,8.56E+06
1.26E+00,6,5,-6.56E+04,2.55E+05
1.26E+00,6,6,4.36E+08,2.34E+08
1.29E+00,1,1,3.65E+03,3.28E+03
1.29E+00,1,2,-4.39E-01,-9.86E+00
1.29E+00,1,3,3.77E+03,3.44E+03
1.29E+00,1,4,8.74E+00,4.82E+01
1.29E+00,1,5,1.52E+06,3.64E+05
1.29E+00,1,6,6.61E+02,6.74E+02
1.29E+00,2,1,-8.88E+00,-2.49E+01
1.29E+00,2,2,4.93E+04,3.38E+04
1.29E+00,2,3,1.50E+01,-6.36E+01
1.29E+00,2,4,-7.66E+04,8.57E+04
1.29E+00,2,5,3.39E+03,-7.31E+03
1.29E+00,2,6,-5.37E+05,6.96E+05
1.29E+00,3,1,4.92E+03,4.00E+03
1.29E+00,3,2,-4.29E+01,-5.41E+00
1.29E+00,3,3,3.79E+05,1.09E+04
1.29E+00,3,4,1.97E+02,1.39E+01
1.29E+00,3,5,-4.41E+06,9.78E+05
1.29E+00,3,6,2.82E+03,-1.43E+03
1.29E+00,4,1,1.27E+02,1.88E+02
1.29E+00,4,2,-1.10E+05,1.04E+05
1.29E+00,4,3,1.71E+01,5.55E+02
1.29E+00,4,4,2.46E+07,7.28E+05
1.29E+00,4,5,-1.22E+04,6.86E+04
1.29E+00,4,6,3.85E+06,5.62E+06
1.29E+00,5,1,1.64E+06,4.48E+05
1.29E+00,5,2,-1.91E+03,-2.80E+02
1.29E+00,5,3,-4.50E+06,9.37E+05
1.29E+00,5,4,8.90E+03,1.39E+03
1.29E+00,5,5,1.76E+09,1.29E+08
1.29E+00,5,6,1.55E+05,-2.55E+04
1.29E+00,6,1,1.18E+03,2.87E+03
1.29E+00,6,2,-1.10E+06,6.62E+05
1.29E+00,6,3,-1.13E+03,7.38E+03
1.29E+00,6,4,6.29E+06,7.59E+06
1.29E+00,6,5,-3.38E+05,8.95E+05
1.29E+00,6,6,3.74E+08,2.16E+08
1.32E+00,1,1,4.74E+03,2.60E+03
1.32E+00,1,2,-4.27E+00,2.28E+01
1.32E+00,1,3,6.44E+03,2.62E+03
1.32E+00,1,4,1.63E+02,-1.22E+02
1.32E+00,1,5,1.90E+06,2.75E+05
1.32E+00,1,6,3.18E+03,-3.30E+03
1.32E+00,2,1,-1.45E+01,4.12E+01
1.32E+00,2,2,4.67E+04,3.08E+04
